search_criteria,job_title,company_name,experience,salary,location,experience_description,skills_required,days_posted
Information Technology,"Technology Lead - SAS, Unix, SQL",Wells Fargo India Solutions Pvt. Ltd.,6-9 Yrs,Not disclosed,Hyderabad, About the Role This is a role with developer/Designer and lead capabilities for ETL Dev...,"Unix,Automation,SAS,Coding,Agile,Scrum,SSIS,Information technology",PREMIUM
Information Technology,Technology Lead - MSBI,Wells Fargo India Solutions Pvt. Ltd.,7-10 Yrs,Not disclosed,Hyderabad, About the Role This is a role with developer/Designer and lead capabilities for ETL Dev...,"Automation,Coding,SSRS,Agile,Mentor,Scrum,SSIS,Information technology",PREMIUM
Information Technology,Technology Lead - MSBI,Wells Fargo India Solutions Pvt. Ltd.,7-10 Yrs,Not disclosed,Hyderabad, Responsibilities Acts as a lead in providing effective data flow/DataMart design guidan...,"Automation,Data management,Coding,SSRS,Agile,Scrum,SSIS,Information technology",PREMIUM
Information Technology,Technology Lead - MSBI,Wells Fargo India Solutions Pvt. Ltd.,7-10 Yrs,Not disclosed,Hyderabad, Responsibilities Acts as a lead in providing effective data flow/DataMart design guidan...,"Automation,Data management,Coding,SSRS,Agile,Scrum,SSIS,Information technology",PREMIUM
Information Technology,Technology Lead - MSBI,Wells Fargo India Solutions Pvt. Ltd.,7-10 Yrs,Not disclosed,Hyderabad, About the Role This is a role with developer/Designer and lead capabilities for ETL Dev...,"Automation,Data management,Coding,SSRS,Agile,Scrum,SSIS,Information technology",PREMIUM
Information Technology,Technology Manager 4,Wells Fargo India Solutions Pvt. Ltd.,6-9 Yrs,Not disclosed,Hyderabad, About the Role As a part of the Wells Fargo s Enterprise Information Technology @ Well ...,"Application support,Data management,SSRS,Agile,Application development,MVC,SSIS,Information technology",30+ Days Ago
Information Technology,Senior Technology Specialist,Wells Fargo India Solutions Pvt. Ltd.,6-8 Yrs,Not disclosed,Hyderabad, About the Role The Informatica MDM developer will be working on projects and BAU ticket...,"JMS,Automation,Data analysis,RDBMS,Coding,Informatica,Stored procedures,Oracle",30+ Days Ago
Information Technology,Senior Technology Specialist,Wells Fargo India Solutions Pvt. Ltd.,5-8 Yrs,Not disclosed,Hyderabad, About the Role You will work as part of the Enterprise Contact Center ( ECT ) group to ...,"SSRS,Agile,Ab Initio,Scrum,Unit testing,SSIS,Troubleshooting,Information technology",30+ Days Ago
Information Technology,IT Freshers and Software Developers,True Troops Consultants Private Limited ,0-3 Yrs,"5,00,000 - 10,00,000 PA.","Chennai, Pune, Delhi, Ranchi, Mumbai, Bengaluru, Chandigarh, Hyderabad, Kolkata", SKILLS NEEDED 0-3 exp. (any technology)- Candidates will be trained for MULESOFT Freshe...,"Java,fresher,C++,Engineering graduates,B tech freshers,C#.Net,.Net,ASP.Net",18 Days Ago
Information Technology,Sr. Software Developer,AXCESS CONSULTANCY SERVICES,0-3 Yrs,Not disclosed,Hyderabad," ESSENTIAL DUTIES AND RESPONSIBILITIES: 1. Work with business stakeholders, project mana...","System testing,GIT,NoSQL,cassandra,XML,JSON,MongoDB,Information technology",30+ Days Ago
Information Technology,Software Developer,AXCESS CONSULTANCY SERVICES,0-3 Yrs,Not disclosed,Hyderabad," ESSENTIAL DUTIES AND RESPONSIBILITIES: Work with business stakeholders, project manager...","System testing,Agile scrum,System support,Issue resolution,Test planning,J2Ee,Management,Research",30+ Days Ago
Information Technology,Software Developer,BHARAT HR SOLUTIONS AND CONSULTANCY,0-2 Yrs,Not disclosed,"Gandhidham, Hyderabad", Job Summary Qualification: NA BCA Software Engineer Web Developer Job Type: Full-time E...,"Station,Web technologies,VB.NET,query,hr solutions,Consultancy,Information technology",24 Days Ago
Information Technology,Software Application Developer (OST),LogonB2B Soft Solutions Pvt. Ltd.,0-2 Yrs,Not disclosed,Hyderabad," Software Application Developer (OST) Skill: Good research, analytical, and Communicatio...","software,E-commerce,HTML,Research,Information technology,Joomla,Computer science,application",30+ Days Ago
Information Technology,IT-Engineer,"Advanced Micro Devices, Inc.",0-2 Yrs,Not disclosed,Hyderabad, 0-2 Yrs of Experience Peferably - BE/ BTech General experience of Unix/ Linux system ad...,"Unix,Graphics,Automation,Linux,Chip design,Shell scripting,CAD,Scheduling",30+ Days Ago
Information Technology,Chief Executive Officer fo,Shoption,15-20 Yrs,"40,00,000 - 50,00,000 PA. (Including Variable: 15.0%)","Pune, Bengaluru, Hyderabad"," , Roles and Responsibilities Setting the vision for the company and defining the overal...","Marketing Strategy,Electrical Maintenance,Business Partnering,Fund Raising,Strategic Partnerships,OEM Sales,Channel Management,Dealer Channel Management",HOT JOB
Information Technology,ENE Senior developers,Anantha Cyber Tech Pvt Limited,4-7 Yrs,Not disclosed,Hyderabad, Description Required Skills : * Software Engineers with strong Ericsson Network Enginee...,"Oracle database,Telecom,Web technologies,Sales,Oracle SQL,Networking,Database,PLSQL",PREMIUM
Information Technology,IT Engineer,True Troops Consultants Private Limited ,2-7 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad", Hiring IT Engineers - Renowned company having PAN India Presence - Exp. Range 2-10 year...,"it engineer,Engineering,IT,Information Technology",3 Days Ago
Information Technology,Sr. Engineer,PEPSI FOODS PRIV LIMITED,3-4 Yrs,Not disclosed,Hyderabad, Main Purpose : The Meeting Solutions Engineering role will be global in nature and will...,"Computer science,operational support,Video conferencing,SIP,Troubleshooting,microsoft,IT operations,cisco",2 Days Ago
Information Technology,Associate / Global Support Engineer,Zyme India,1-2 Yrs,Not disclosed,Hyderabad, Take ownership of technical issues reported and see problems through to resolution. Act...,"Business process,Computer science,Tomcat,Linux,Production support,Configuration management,Consulting,JDBC",3 Days Ago
Information Technology,Associate / Global Support Engineer,Zyme India,1-2 Yrs,Not disclosed,Hyderabad, Responsibility: Take ownership of technical issues reported and see problems through to...,"Computer science,Business process,Tomcat,Linux,Production support,JBoss,Configuration management,Consulting",3 Days Ago
Information Technology,Associate / Global Support Engineer,TERRA TECHNOLOGY,1-2 Yrs,Not disclosed,Hyderabad, Description Role : Associate / Global Support Engineer Responsibility: Take ownership o...,"IT Skills,Oracle,Computer science,Business process,Tomcat,Linux,Production support,JBoss",3 Days Ago
Information Technology,Security Engineer - Threat Detection,"salesforce.com, inc.",3-7 Yrs,Not disclosed,Hyderabad, The Threat Detection team is the author of all the detections written to detect attacks...,"Unix,Cloud computing,Linux,Coding,Windows,Information technology,SQL,Python",PREMIUM
Information Technology,Software Architect,Cubic Transportation Systems India Pvt. Ltd.,12-15 Yrs,Not disclosed,Hyderabad, Job Details: Job Summary: Plays a critical role in ensuring that enterprise application...,"Product management,Hibernate,Content management,Networking,Enterprise applications,Web designing,Application development,Open source",30+ Days Ago
Information Technology,Java Engineering Manager,CDK GLOBAL (INDIA) PRIVATE LIMITED,12-15 Yrs,Not disclosed,Hyderabad, Responsibilities: Work closely with Product Managers to define strategies for product c...,"IT Skills,Java,Testing,Quality Assurance,Cloud,Cloud computing,JSON,Scrum",PREMIUM
Information Technology,Java Engineering Manager,CDK GLOBAL (INDIA) PRIVATE LIMITED,12-15 Yrs,Not disclosed,Hyderabad, Responsibilities: Work closely with Product Managers to define strategies for product c...,"Cloud computing,JSON,Scrum,Customer support,RUP,Information technology,SSL,SDLC",PREMIUM
Information Technology,TechOps Engineer,Sahasya Global Solutions,5-10 Yrs,Not disclosed,Hyderabad, Job Description: • BA/ BS in Computer Science or Information Technology or related tech...,"VMware,server,Networking,technical,Technical writing,administration,Windows,Customer service",30+ Days Ago
Information Technology,Network-Engineer,"Advanced Micro Devices, Inc.",2-5 Yrs,Not disclosed,Hyderabad, •Experience as a Network Administrator & hands-on experience in the above areas will be...,"Telecom,Networking,WAN,Network security,CCNA,Troubleshooting,Information technology,cisco",30+ Days Ago
Information Technology,Systems Engineer - Back office,Cubic Transportation Systems India Pvt. Ltd.,2-4 Yrs,Not disclosed,Hyderabad, Job Details: Job Summary: systems engineering processes and skills to systematically co...,"System architecture,Technical management,Networking,Analytical,System integration,Back office,Support services,System design",24 Days Ago
Information Technology,Associate Client Support Engineer,FactSet Systems India Pvt Ltd,1-5 Yrs,Not disclosed,Hyderabad," JOB RESPONSIBILITIES ? Support FactSet clients with issues related to installation, con...","Web technologies,Networking,Analytical,Client support,Management,Troubleshooting,Information technology,Technical documentation",30+ Days Ago
Information Technology,TTEC  -  Omnichannel Support Engineer,TTEC,2-4 Yrs,Not disclosed,Hyderabad," Omnichannel Support EngineerWhen everything's connected , how we connect is everything ...","SAN,Network administration,French,Helpdesk,VOIP,SMS,Workflow,Customer support",30+ Days Ago
Information Technology,Infrastructure solution engineer,Anantha Cyber Tech Pvt Limited,8-13 Yrs,Not disclosed,Hyderabad, Qualification Any Graduate Primary Skill: Infrastructure Solution Engineering Secondary...,"Hardware networking,Network administration,Sales,Infrastructure,Information technology,Virtualization",30+ Days Ago
Information Technology,AVP - Directory Services Engineer,Anantha Cyber Tech Pvt Limited,8-11 Yrs,Not disclosed,Hyderabad, Description * 6 years of experience in Information Technology OR in lieu of the Bachelo...,"Networking protocols,Sales,RDBMS,Powershell,Active directory,Financial operations,SAML,Directory services",30+ Days Ago
Information Technology,Java Engineering Manager,"CDK GLOBAL, LLC.",12-15 Yrs,Not disclosed,Hyderabad, The Engineering Manager will lead the Product development for various products/features...,"Cloud computing,JSON,Scrum,Dms,RUP,Information technology,SSL,SDLC",PREMIUM
Information Technology,Engineering Manager,"CDK GLOBAL, LLC.",12-18 Yrs,Not disclosed,Hyderabad, The Engineering Manager will lead the Product development for various products/features...,"Cloud computing,C++,JSON,Scrum,MVC,Visual Studio,Customer service,Information technology",PREMIUM
Information Technology,jBPM Developer II,DUN & BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,3-5 Yrs,Not disclosed,Hyderabad," Team Overview: The role requires to architect, develop and support Business Process Man...","IT Skills,Java,Testing,Cloud,Javascript,Computer science,System testing,Linux",10 Days Ago
Information Technology,Senior jBPM Developer,DUN & BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,5-7 Yrs,Not disclosed,Hyderabad," Team Overview: The role requires to architect, develop and support Business Process Man...","Computer science,System testing,Linux,Information security,Javascript,Regression testing,Unit testing,Troubleshooting",11 Days Ago
Information Technology,jBPM Developer ,DUN & BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,2-4 Yrs,Not disclosed,Hyderabad," Team Overview: The role requires to architect, develop and support Business Process Man...","Computer science,System testing,Linux,Information security,Javascript,Regression testing,Unit testing,Troubleshooting",11 Days Ago
Information Technology,Project Manager 2,Wells Fargo India Solutions Pvt. Ltd.,9-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: A Project Manager 2 is responsible for leading and managing multiple pr...,"PMP,Change management,Agile,Problem management,ITES,Management,Risk management,Information technology",30+ Days Ago
Information Technology,Application Architect,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role you will work to Operational Applications team in Enterprise Contact Cen...,"Computer science,Process automation,Business services,Enterprise architecture,MIS,Oracle,Risk management,Information technology",PREMIUM
Information Technology,Tech Initiative Supprt Coord 4,Wells Fargo India Solutions Pvt. Ltd.,2-5 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role Role is responsible for providing technology support in application supp...,"Application support,Change management,Automation,Simulation,Disaster recovery,ITIL process,Auto loans,Business continuity",30+ Days Ago
Information Technology,Tech Development Senior Manager ,Wells Fargo India Solutions Pvt. Ltd.,5-10 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role This is a leadership role to lead and provide strategic direction for Or...,"Application design,Automation,Diversity and Inclusion,Manager Technology,Budget management,Management,Information technology,Service quality",30+ Days Ago
Information Technology,Systems Support Analyst 3,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role We are seeking Apps System Engineer /Analyst who can be part of the Plat...,"Business services,Service level,Simulation,Engagement management,ITSM,System design,system engineer analyst,Technology solutions",30+ Days Ago
Information Technology,Systems Support Analyst 4,Wells Fargo India Solutions Pvt. Ltd.,8-12 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role This role provides systems support for corporate security infrastructure...,"Business services,Automation,MS SQL,Service level,Diagnostics,Problem management,Support services,Perl",30+ Days Ago
Information Technology,Tech Development Sr Mgr 1,Wells Fargo India Solutions Pvt. Ltd.,6-10 Yrs,Not disclosed,"Bengaluru, Hyderabad", About Role: As a part of the Wells Fargo s Enterprise Information Technology @ Enterpri...,"Application support,SOA,Wealth management,Analytical,Agile,Back office,Application development,Business process management",PREMIUM
Information Technology,Scrum Master 2,Wells Fargo India Solutions Pvt. Ltd.,7-11 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role Team member will be a scrum master for Digital Sales and Marketing Techn...,"Computer science,Automation,TDD,Conflict resolution,agile project management,Agile,Scrum,JIRA",PREMIUM
Information Technology,Tech Development Sr Mgr 2,Wells Fargo India Solutions Pvt. Ltd.,8-12 Yrs,Not disclosed,"Bengaluru, Hyderabad", The position is for a senior leader with Enterprise Data Technology to support the Inte...,"Computer science,metadata,Production support,Data management,HP data protector,Project management,Manager Technology,data privacy",PREMIUM
Information Technology,Tech Development Sr Mgr 2,Wells Fargo India Solutions Pvt. Ltd.,8-12 Yrs,Not disclosed,"Bengaluru, Hyderabad"," The position is for a senior leader with Enterprise Data Technology, who has in-depth e...","Computer science,metadata,Production support,Data management,Project management,Data quality,Agile methodology,Business intelligence",PREMIUM
Information Technology,Business Risk & Controls Associate,Wells Fargo India Solutions Pvt. Ltd.,2-6 Yrs,Not disclosed,"Bengaluru, Hyderabad", About Role: The primary role of this Business Risk & Controls Associate position will b...,"Assurance,Simulation,Information security,Manager Technology,Application security,Risk management,Information technology,Vulnerability assessment",26 Days Ago
Information Technology,Systems Support Analyst 2,Wells Fargo India Solutions Pvt. Ltd.,3-5 Yrs,Not disclosed,"Bengaluru, Hyderabad"," About the Role This is a 24*7 Production Support role, involving monitoring of Batch Jo...","Automation,Production support,Analytical,Debugging,Ab Initio,Scheduling,Informatica,Troubleshooting",30+ Days Ago
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 5,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Lead project teams and manage all activities in a project life cycle (i...,"PMP,management,Project management,Manager Program Management,Strategic planning,Business strategy,Management,Information technology",PREMIUM
Information Technology,Project Manager 4,Wells Fargo India Solutions Pvt. Ltd.,8-10 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Responsible for end - to - end program or project management and develo...,"PMP,Project leading,management,Project management,Manager Program Management,Strategic planning,Management,Information technology",PREMIUM
Information Technology,Project Manager 3,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: A Project Manager 3 is responsible for leading and managing multiple pr...,"PMP,Change management,Agile,Problem management,ITES,Risk management,Information technology,Variance analysis",PREMIUM
Information Technology,Project Manager 3,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: A Project Manager 3 is responsible for leading and managing multiple pr...,"PMP,Change management,Agile,Problem management,ITES,Risk management,Information technology,Variance analysis",PREMIUM
Information Technology,Project Management Mgr 4,Wells Fargo India Solutions Pvt. Ltd.,8-10 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Responsible for end - to - end program or project management and develo...,"Staffing,management,Project management,Manager Program Management,Agile,Strategic planning,Customer service,Risk management",PREMIUM
Information Technology,Project Management Mgr 3,Wells Fargo India Solutions Pvt. Ltd.,4-7 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Responsible for end - to - end program or project management and develo...,"management,Project control,Project management,Program delivery,Agile,Business strategy,Management,Risk management",PREMIUM
Information Technology,Project Management Mgr 2,Wells Fargo India Solutions Pvt. Ltd.,2-6 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", About the Role: Responsible for end - to - end program or project management and develo...,"management,Project control,Project management,Program delivery,Agile,Business strategy,Management,Risk management",PREMIUM
Information Technology,Systems Support Analyst 3,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role Team Member will work as part of the EFT Data Technology Production Supp...,"Unix,Automation,Change management,Production support,Problem management,Application development,Scheduling,Teradata",30+ Days Ago
Information Technology,Business Risk & Controls Associate,Wells Fargo India Solutions Pvt. Ltd.,2-6 Yrs,Not disclosed,"Bengaluru, Hyderabad", About Role The primary role of this Business Risk Controls Associate position will be t...,"Assurance,Architecture,Simulation,Information security,Application security,Risk management,Information technology,Vulnerability assessment",30+ Days Ago
Information Technology,Cloud Security Consultant,Varutra Consulting Pvt. Ltd,3-6 Yrs,Not disclosed,"Pune, Mumbai, Hyderabad", The Cloud Security Consultant would need to have at least 3 - 6 years of experience. Hi...,"Cloud computing,Automation,Linux,Information security,Network security,Javascript,Oracle,Information technology",30+ Days Ago
Information Technology,Technical Writer - Remote,Essay Mantra,2-5 Yrs,"3,50,000 - 7,50,000 PA.","Delhi NCR, Mumbai, Hyderabad"," Were recruiting a talented, intelligent, versatile, and experienced technical writer on...","freelance,medical writing,technical writing,information technology,business,blogging,content editing,diagnostics",HOT JOB
Information Technology,Application Architect,Wells Fargo India Solutions Pvt. Ltd.,10-12 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role you will work to Operational Applications team in Enterprise Contact Cen...,"Computer science,Process automation,Business services,Enterprise architecture,MIS,Oracle,Risk management,Information technology",PREMIUM
Information Technology,Sales Manager/ Sr. Sales Manager Engineering Equipment Finance,Electronica Finance Ltd,1-4 Yrs,Not disclosed,"Vapi, Faridabad, Pune, Mumbai, Ahmedabad, Rajkot, Bengaluru, Hyderabad, Noida, Jaipur"," SM is expected to generate business through various products like Machinery Loan, equip...","Loans,Excel,Sales,Dealer management,Networking,financial products,MS Office,Machinery",30+ Days Ago
Information Technology,Info Security Engineer 5,Wells Fargo India Solutions Pvt. Ltd.,8-12 Yrs,Not disclosed,Hyderabad, Job description About Role Network Security team is looking for an Information Security...,"Change management,Ccie,Information security,Network security,Workflow,cisco,IPS,Monitoring",30+ Days Ago
Information Technology,Info Security Engineer 4,Wells Fargo India Solutions Pvt. Ltd.,6-10 Yrs,Not disclosed,Hyderabad, Job description About Role: Network Security team is looking for an Information Securit...,"Change management,Ccie,Information security,Network security,Workflow,splunk,cisco,Monitoring",30+ Days Ago
Information Technology,Apps Systems Engineer 5,Wells Fargo India Solutions Pvt. Ltd.,9-14 Yrs,Not disclosed,Hyderabad," About the Role Design, develop, implement and maintain Microsoft ASP.NET web services, ...","Automation,Networking,SSRS,Agile,MVC,Visual Studio,SSIS,microsoft",30+ Days Ago
Information Technology,Urgent Requirement || Business Banking Executive || Hyderabad,Kotak Mahindra Bank Limited ,3-6 Yrs,"3,00,000 - 4,00,000 PA.",Hyderabad," Dear Aspirant, Greetings from Kotak Mahindra BankWe have Urgent openings for Business B...","Business Banking,Sales,Current Account,Communication Skills,Retail Liabilities,Oral Communication,Cost Efficiency,Customer Retention",HOT JOB
Information Technology,Apps Systems Engineer 4,Wells Fargo India Solutions Pvt. Ltd.,4-7 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role Provides technology expertise to the team and mentors the junior team me...,"Performance tuning,Automation,Application support,jQuery,UML,Consulting,Javascript,Selenium",10 Days Ago
Information Technology,Systems Support Analyst 3,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,Hyderabad, About the Role Provides technical support to internal and external personnel on highly ...,"Business services,Networking,Linux,Solaris,Analytical,Incident management,Troubleshooting,Operations",17 Days Ago
Information Technology,Sales Manager,Howden Insurance Brokers India Pvt Ltd,4-9 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata", Experience : 4 yrs to 15 yrs;In this role the individual will be required to have a goo...,"Relationship management,Customer acquisition,Sales,TPA,Corporate business development,Networking,Customer retention,Vice President",30+ Days Ago
Information Technology,Info Security Mgr 1,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,Hyderabad, Job description About role: The Manager of EGS Network Security team will be responsibl...,"cyber security,Information security,Security systems,Network security,Technical leadership,Infrastructure,Process operations,Customer service",30+ Days Ago
Information Technology,Info Security Mgr 1,Wells Fargo India Solutions Pvt. Ltd.,5-9 Yrs,Not disclosed,Hyderabad, Job description About role: The Manager of EGS Network Security team will be responsibl...,"cyber security,Information security,Security systems,Network security,Technical leadership,Infrastructure,Process operations,Customer service",30+ Days Ago
Information Technology,Network Operations Analyst 3,Wells Fargo India Solutions Pvt. Ltd.,5-7 Yrs,Not disclosed,Hyderabad, About the Role The team member will join the Sustainment engineering in Network Service...,"VMware,QOS,Network operations,Ethernet,LAN,DNS,CCNA,Technical support",30+ Days Ago
Information Technology,Business Systems Consultant 5,Wells Fargo India Solutions Pvt. Ltd.,4-7 Yrs,Not disclosed,Hyderabad, About the Role The Service Asset and Configuration Management Governance group has an e...,"Relationship management,Business services,Networking,Compliance,Configuration management,Manager Technology,software asset management,Hardware",30+ Days Ago
Information Technology,Apps Systems Engineer 4,Wells Fargo India Solutions Pvt. Ltd.,4-7 Yrs,Not disclosed,"Bengaluru, Hyderabad", Department Overview Enterprise Function Technology within the Enterprise Information Te...,"Unix,Automation,Linux,Coding,Shell scripting,Informatica,Oracle,Teradata",30+ Days Ago
Information Technology,Info Security Engineer 4,Wells Fargo India Solutions Pvt. Ltd.,4-8 Yrs,Not disclosed,"Bengaluru, Hyderabad", Job description About the Role: This position will provide security solutions engineeri...,"VMware,Automation,Application support,Linux,Technical writing,Information security,Agile,Windows",30+ Days Ago
Information Technology,Apps Systems Engineer 6,Wells Fargo India Solutions Pvt. Ltd.,11-14 Yrs,Not disclosed,"Bengaluru, Hyderabad", Department Overview Enterprise Information Technology (EIT) team develops and supports ...,"Performance tuning,Core Java,jQuery,Enterprise applications,OOAD,Javascript,HTML,Application development",PREMIUM
Information Technology,Web Systems Engineer 5,Wells Fargo India Solutions Pvt. Ltd.,8-12 Yrs,Not disclosed,"Bengaluru, Hyderabad"," Department Overview Payments, Virtual Solutions, and Innovation /Community Bank Technol...","Unix,Production support,JBoss,Weblogic,J2Ee,Perl,Windows,Troubleshooting",PREMIUM
Information Technology,Apps Systems Engineer,Wells Fargo Solutions Pvt. Ltd.,4-8 Yrs,Not disclosed,"Bengaluru, Hyderabad"," Job description About Role Looking for senior software engineer to develop, enhance and...","Computer science,Business services,Fixed income,prime brokerage,Javascript,TIBCO,Investment banking,Continuous improvement",30+ Days Ago
Information Technology,Oper Systems Engineer 5,Wells Fargo India Solutions Pvt. Ltd.,2-5 Yrs,Not disclosed,"Bengaluru, Hyderabad", The Centralized Logging Systems and Services (CLSS) team is part of the Enterprise Tech...,"Unix,GIT,Event management,Machine learning,Architectural design,Agile,SIEM,Infrastructure",PREMIUM
Information Technology,Info Security Engineer 5,Wells Fargo India Solutions Pvt. Ltd.,2-6 Yrs,Not disclosed,"Bengaluru, Hyderabad", About the Role We have an excellent opportunity for a Senior Web Developer to develop f...,"Hibernate,Automation,jQuery,Manager Quality Assurance,XML,MySQL,Javascript,HTML",PREMIUM
Information Technology,Technology Manager 5,Wells Fargo India Solutions Pvt. Ltd.,6-9 Yrs,Not disclosed,Hyderabad, About the Role The Enterprise Data Technology team is looking for an energetic technolo...,"Automation,Production support,SSRS,Workflow,Informatica,Oracle,Teradata,Business intelligence",PREMIUM
Information Technology,Full Stack Technology Lead role,JPMorgan Services India Pvt. Ltd,11-18 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad", Proficient in design and implementation using distributed computing techniques geared t...,"Spring,Microservices",HOT JOB
Information Technology,Technology Manager 5,Wells Fargo India Solutions Pvt. Ltd.,6-9 Yrs,Not disclosed,Hyderabad, The position is for a senior lead VP with Wholesale Core Services in Wholesale Banking ...,"Business objects,Production support,Db2,Project management,Cognos,Informatica,Oracle,SSIS",PREMIUM
Information Technology,Technology Lead,Wells Fargo India Solutions Pvt. Ltd.,6-9 Yrs,Not disclosed,Hyderabad, . Department Overview: Wholesale Technologies supports various applications for the Who...,"Maven,Core Java,Change management,Production support,RDBMS,Coding,Subversion,Debugging",PREMIUM
Information Technology,Network Engineer,ICS Technology Services Private Limited,3-8 Yrs,Not disclosed,Hyderabad," Willingness to learn new technologies and maintain industry knowledge;Skills Technical,...","Network administration,Networking,WAN,Project management,LAN,DNS,VOIP,Windows",30+ Days Ago
Information Technology,AVP/  Sr. Manager -  Business Development,SMERA Ratings Limited.,3-5 Yrs,Not disclosed,"Chennai, Delhi, Mumbai, Hyderabad"," Job Description Responsible for revenue achievement , lead generation , pre - sales , n...","Health insurance,NSE,Networking,Analytical,Financial statement analysis,Capital market,Credit rating,Debentures",30+ Days Ago
Information Technology,Banking Assistant Manager,Vish International,2-4 Yrs,Not disclosed,Hyderabad, Keep abreast with latest developments in the organization s products and services Educa...,"Administration,Sales,Networking,Conflict resolution,Mutual funds,Banking,Equity,Commerce",30+ Days Ago
